Title,Score,Vote,Ranked,Popularity,Members,Favorite,Volumes,Chapters,Status,Published,Genres,Themes,Demographics,Serialization,Author
Yagyuu Hichou: Kaze no Shou (Samurai Legend),6.97,711,9096,10822,"1,511",7,1,9,Finished,"Feb  25, 1992 to Jun  23, 1992",[],"['Historical', 'Samurai']",['Seinen'],Young Champion Magazine,"Taniguchi, Jiro (Art), Furuyama, Kan (Story)"
Princess Bride Story,6.97,111,9097,25816,358,1,1,7,Finished,2004,"['Adventure', 'Fantasy']",[],['Shoujo'],None,"Kuwayoshi, Asa (Story & Art)"
Anastasia Club,6.97,290,9098,16553,809,0,5,20,Finished,"Mar  26, 2001 to Feb  14, 2008","['Adventure', 'Drama', 'Mystery']",[],['Shoujo'],Flowers (Monthly),"Saitou, Chiho (Story & Art)"
Gyakuten Saiban: Turnabout Crossover,6.97,466,9099,12950,"1,173",9,1,2,Finished,2005,"['Comedy', 'Mystery']","['Detective', 'Workplace']",[],None,"Suekane, Kumiko (Art)"
Mouse,6.97,625,9100,8719,"2,003",14,14,117,Finished,"Nov  26, 1999 to Aug  27, 2004","['Action', 'Comedy', 'Ecchi']",[],['Seinen'],Young Animal,"Akahori, Satoru (Story), Itaba, Hiroshi (Art)"
Kimi to Boku no Junjou Renai Jijou,6.97,458,9101,16440,817,1,Unknown,1,Finished,2005 to ?,"['Comedy', 'Drama', 'Romance']",[],['Shoujo'],None,"Fukuyama, Yuki (Story & Art)"
Akahime Ranshin,6.97,1820,9102,6143,"3,059",4,Unknown,1,Finished,"Jun  26, 2008",[],[],['Shoujo'],Bessatsu Hana to Yume,"Yamamoto, Nobuyo (Story & Art)"
Atsumare! Gakuen Tengoku,6.97,764,9103,7962,"2,255",7,3,21,Finished,"Jul  28, 2007 to Aug  28, 2010",[],[],['Shoujo'],Wings,"Tsuda, Mikiyo (Story & Art)"
Ergo Proxy: Centzon Hitchers and Undertaker,6.97,720,9104,5224,"3,674",26,2,10,Finished,"Aug  18, 2006 to Feb  19, 2007","['Adventure', 'Horror', 'Mystery']",[],[],None,"Harao, Yumiko (Story & Art)"
Honey Coming: Sweet Love Lesson,6.97,531,9105,13131,"1,152",2,3,19,Finished,Feb  2007 to Oct  2008,"['Comedy', 'Romance']","['Harem', 'School']",[],Comptiq,"HOOKSOFT (Story), Takano, Ui (Art)"
Isshou Tsuzukerarenai Shigoto,6.97,211,9106,20123,582,0,Unknown,Unknown,Publishing,"May  7, 2007 to ?",[],[],[],Reijin,"Yamada, Yugi (Story & Art)"
Bijo Juku,6.97,955,9107,8793,"1,981",10,2,8,Finished,2008,"['Comedy', 'Romance']",[],['Shoujo'],Betsucomi,"Yokoyama, Mayumi (Story & Art)"
Akikan!,6.97,134,9108,16390,820,4,10,53,On Hiatus,"May  24, 2007 to Mar  22, 2013","['Comedy', 'Romance']",[],[],None,"Suzuhira, Hiro (Art), Ranjou, Riku (Story)"
Garden,6.97,478,9109,14086,"1,045",3,1,4,Finished,2000 to  2008,"['Boys Love', 'Sci-Fi']",[],[],None,"Kotobuki, Tarako (Story & Art)"
Zanbara!,6.97,210,9110,14202,"1,031",1,3,20,Finished,"Nov  16, 2007 to Jan  15, 2011","['Action', 'Adventure', 'Drama']",[],['Josei'],Zero-Sum WARD,"Katagiri, Ikumi (Story & Art)"
Di Gi Charat Theater: Dejiko's Adventure,6.97,117,9111,26539,337,3,3,Unknown,Finished,2001 to  2004,[],[],[],None,"Koge-Donbo* (Story), Kiriga, Yuki (Art)"
Shinrei Gakuen Koihenge (Spirit Academy Love Ghost),6.97,220,9112,15117,936,0,2,7,Finished,2008 to  2009,"['Fantasy', 'Romance', 'Supernatural']",[],['Shoujo'],Flowers (Monthly),Kayono (Story & Art)
Nabi,6.97,189,9113,14818,964,10,Unknown,Unknown,Publishing,"Oct  25, 2006 to ?","['Action', 'Drama', 'Romance']",[],['Shoujo'],Issue,"Kim, Yeon-Joo (Story & Art)"
E.A.r.T.h (EArTh),6.97,411,9114,10507,"1,577",12,4,28,Finished,"Sep  27, 2005 to Feb  27, 2008","['Action', 'Sci-Fi', 'Supernatural', 'Ecchi']",[],['Shounen'],Dengeki Comic Gao!,"Kamiya, Yuu (Story & Art)"
One Love,6.97,691,9115,12210,"1,280",5,Unknown,1,Finished,"Jun  22, 2006",[],[],[],Daria,"Iwasaki, Saya (Story & Art)"
Kabocha no Bouken (Adventure of Kabocha),6.97,511,9116,10388,"1,603",8,1,17,Finished,"2003 to Jun  27, 2007",[],[],[],Manga Club,"Igarashi, Daisuke (Story & Art)"
Luo Xue Cheng Bai,6.97,505,9117,13232,"1,140",9,2,11,Finished,2005 to ?,"['Adventure', 'Boys Love', 'Comedy', 'Drama', 'Fantasy', 'Supernatural']",[],[],None,"Zi, Tu (Story), Zi, Gui (Art)"
Kindai Renai,6.97,488,9118,13475,"1,110",7,1,9,Finished,1996,"['Drama', 'Romance', 'Supernatural']",[],['Josei'],None,"Fujiwara, Kaoru (Story & Art)"
Popcorn Avatar,6.97,1562,9119,5504,"3,471",15,6,29,Finished,"Apr  14, 2009 to Aug  12, 2011","['Action', 'Comedy', 'Romance', 'Ecchi']","['School', 'Super Power']",[],Club Sunday,"Hoshino, Koichiro (Story & Art)"
Momonchi,6.97,828,9120,9618,"1,768",3,1,5,Finished,"Feb  6, 2006 to Mar  23, 2009","['Drama', 'Slice of Life']",[],['Seinen'],Big Comic Spirits,"Toume, Kei (Story & Art)"
Moteki,6.97,988,9121,4962,"3,890",27,5,35,Finished,"Nov  11, 2008 to Jul  27, 2010","['Comedy', 'Drama', 'Romance']",[],['Seinen'],Evening,"Kubo, Mitsurou (Story & Art)"
Sable Prince,6.97,1003,9122,7528,"2,418",6,2,10,Finished,2008 to  2009,"['Fantasy', 'Romance']",[],['Shoujo'],Comic Avarus,"Nesumi, Chisato (Story & Art)"
Fushigi no Maria-kun,6.97,426,9123,14259,"1,025",2,2,10,Finished,2009 to  2010,"['Comedy', 'Romance']","['School', 'Vampire']",[],Hana to Yume,"Shiina, Dai (Story & Art)"
Zutto Issho ni (Always Together),6.97,231,9124,18634,666,0,Unknown,1,Finished,2001,"['Fantasy', 'Romance']",[],['Shoujo'],None,CLAMP (Story & Art)
Tears to Tiara: Kakan no Daichi,6.97,118,9125,19021,642,3,3,15,Finished,2009 to  2010,"['Action', 'Adventure', 'Fantasy']",[],['Seinen'],Comic Alive,Shirotsumekusa (Story & Art)
All of You in the World,6.97,218,9126,15986,855,2,9,Unknown,Finished,Sep  2009 to Nov  2009,"['Comedy', 'Romance']",[],['Shoujo'],None,"Hwang, Mi Ri (Story & Art)"
Croket!,6.97,156,9127,25776,359,4,15,Unknown,Finished,Apr  2000 to Nov  2006,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",[],['Kids'],CoroCoro Comic,"Kashimoto, Manabu (Story & Art)"
Mahoutsukai no Neko,6.97,659,9128,8294,"2,142",7,5,36,Finished,"Nov  28, 2009 to Feb  28, 2013","['Adventure', 'Fantasy']",[],['Josei'],Comic ZERO-SUM,"Kikuta, Yui (Story & Art)"
En Passant,6.97,2143,9129,3887,"5,110",26,4,20,Finished,"Nov  26, 2009 to Jul  14, 2011","['Action', 'Comedy', 'Fantasy']",[],['Shounen'],Gangan Online,"Yuzunoki, Tarou (Story & Art)"
1/2 Series (1/2 Honeymoon),6.97,132,9130,23848,421,5,4,Unknown,Finished,2000 to  2003,[],[],['Shoujo'],None,"Miyawaki, Yukino (Story & Art)"
Tokimeichatte Gomen ne?,6.97,1044,9057,6368,"2,946",7,1,7,Finished,"Apr  20, 2015 to Jul  18, 2015","['Comedy', 'Romance']",[],['Shoujo'],Margaret,"Shiiba, Nana (Story & Art)"
Hanabatake no Ibérico,6.97,1108,9058,8555,"2,053",1,Unknown,1,Finished,"Apr  24, 2015","['Comedy', 'Romance']",[],['Shoujo'],Deluxe Betsucomi,"Hinachi, Nao (Story & Art)"
Mushishi Gaitanshuu,6.97,298,9059,10791,"1,519",5,1,5,Finished,"Nov  7, 2014 to Apr  7, 2015","['Mystery', 'Slice of Life', 'Supernatural']",[],['Seinen'],good! Afternoon,"Ashinano, Hitoshi (Story & Art), Yoshida, Motoi (Story & Art), Kumakura, Takatoshi (Story & Art), Toyoda, Tetsuya (Story & Art), Imai, Tetsuya (Story & Art)"
Dhaldot no Akujiki Musume,6.97,259,9060,20891,542,3,Unknown,2,Finished,"Mar  28, 2015 to Jul  28, 2015","['Fantasy', 'Mystery', 'Supernatural']",[],['Shoujo'],ARIA,"Shinjou, Hajime (Story & Art)"
Elf Tensei kara no Cheat Kenkokuki,6.97,161,9061,13973,"1,055",0,5,84,Finished,"Jul  29, 2015 to Dec  28, 2016","['Action', 'Adventure', 'Fantasy', 'Romance']",[],[],None,"GUNP (Art), Tsukiyo, Rui (Story)"
"Danganronpa: Naegi Makoto, Jinsei Saiaku no Hi",6.97,525,9062,10520,"1,573",6,1,6,Finished,"Aug  28, 2013",[],[],[],None,"Kodaka, Kazutaka (Story)"
"Kouritsuchuu Madoushi, Daini no Jinsei de Madou wo Kiwameru",6.97,161,9063,16818,791,5,Unknown,Unknown,Publishing,"Mar  24, 2015 to ?",[],[],[],None,"Kenkyo na Circle (Story), Lee, Hye Seung (Art)"
Mermaid Boys,6.96,361,9207,8120,"2,205",13,Unknown,Unknown,Publishing,"Mar  28, 2016 to ?",[],[],['Shoujo'],ARIA,"Sarachi, Yomi (Story & Art)"
Unbalance x3,6.97,1830,9064,3129,"6,347",54,Unknown,Unknown,Publishing,"Sep  1, 2015 to ?","['Drama', 'Romance', 'Ecchi']",[],[],Comic GT,"Im, Dal Young (Story), Lee, Soo Hyun (Art)"
Koi to Himitsu no Gakuseiryou (The Dorm of Love and Secrets),6.97,491,9065,8360,"2,121",3,4,18,Finished,"Jan  24, 2017 to Sep  22, 2018",[],[],['Shoujo'],Dessert,"Asada, Nikki (Story & Art)"
Kimi wa Haru ni Me wo Samasu (You Will Wake Up in the Spring),6.97,522,9066,7759,"2,327",11,10,54,Finished,"May  24, 2017 to Dec  23, 2021",[],[],['Shoujo'],LaLa,"Shima, Asato (Story & Art)"
Nude Model,6.97,1254,9067,8306,"2,137",8,Unknown,1,Finished,"Apr  7, 2015",[],[],['Seinen'],good! Afternoon,"Yamaguchi, Tsubasa (Story & Art)"
Koibito Ijou Yuujin Miman,6.97,470,9025,9030,"1,911",4,Unknown,Unknown,Publishing,"Aug  24, 2021 to ?","['Comedy', 'Romance']",[],[],Shounen Jump+,Yatoyato (Story & Art)
Shin Elf-san wa Yaserarenai. (Plus-Sized Elf: Second Helping!),6.97,211,9026,12199,"1,281",7,Unknown,Unknown,Publishing,"Nov  19, 2021 to ?","['Comedy', 'Fantasy', 'Ecchi']",[],[],LINE Manga,Synecdoche (Story & Art)
Shippo no Koi (Puppy Love),6.97,288,9027,16689,799,3,1,7,Finished,"Jul  9, 2020 to Feb  12, 2021","['Boys Love', 'Supernatural']",[],[],Love xxx Boys pixiv,"Tsuchida, Haru (Story & Art)"
Queen in the Shadows,6.97,790,9028,7697,"2,348",3,Unknown,60,Finished,"Aug  16, 2020 to Jun  28, 2021","['Drama', 'Fantasy']",[],[],KakaoPage,"Hayul (Story), Kinlip (Art)"
I Am the Sorcerer King,6.97,2573,9029,3651,"5,432",33,Unknown,143,Finished,"May  31, 2019 to Jun  5, 2021","['Action', 'Adventure', 'Fantasy']",[],[],KakaoPage,"Decaspell (Story), Miro (Art)"
I Woke Up as the Villain,6.97,753,9030,6931,"2,666",6,Unknown,Unknown,Publishing,"Sep  18, 2020 to ?","['Action', 'Fantasy']","['Isekai', 'Reincarnation']",[],KakaoPage,"Soo, Yuhyeon (Story), Arlg (Art)"
My Fair Footman,6.97,421,9031,13281,"1,134",3,Unknown,102,Finished,"Dec  11, 2018 to Jan  27, 2021",[],[],[],KakaoPage,"Lee, Jaa (Story), Ggory (Art)"
My Dad Is Too Strong,6.97,1042,9032,5670,"3,353",13,Unknown,Unknown,Publishing,"Jul  28, 2020 to ?","['Action', 'Comedy', 'Fantasy']",[],[],KakaoPage,"Gaebyeok S (Story), Modain (Art)"
Galaxias,6.97,186,9033,26501,338,2,Unknown,1,Finished,"Jun  22, 2022","['Action', 'Fantasy']",[],['Shounen'],Shounen Magazine (Weekly),"Hatezaka, Ao (Story & Art)"
The Perfect Plan for a Fairy-Tale Ending,6.97,335,9034,10339,"1,613",2,Unknown,Unknown,Publishing,"Mar  19, 2022 to ?","['Fantasy', 'Romance']","['Isekai', 'Villainess']",[],KakaoPage,"Yangyang (Art), Peach Pie (Story)"
Dear Nemesis,6.97,252,9035,14078,"1,046",5,Unknown,Unknown,Publishing,"Feb  23, 2022 to ?","['Drama', 'Fantasy', 'Romance']",[],[],Naver Webtoon,"Minato (Story), Velma (Art)"
Scary Campus College University,6.97,439,9036,8946,"1,934",8,Unknown,Unknown,Publishing,"Jul  25, 2022 to ?","['Horror', 'Supernatural']",[],['Seinen'],Young Magazine (Weekly),"Nagashii, Kouhei (Story & Art)"
Hyouka no Emi ga Saku,6.97,170,9037,26389,341,0,Unknown,1,Finished,"Aug  19, 2022",[],[],['Seinen'],Tonari no Young Jump,"Takahata, Kyuu (Story), Kabatani (Art)"
Gachi Koi Maou-sama,6.97,211,9038,14198,"1,032",3,Unknown,Unknown,Publishing,"Mar  6, 2023 to ?","['Comedy', 'Fantasy', 'Romance']",[],[],Young Ace UP,"Moriya, Haru (Story & Art)"
Momoiro Tengu (Pink Tengu),6.97,625,9148,12098,"1,292",0,1,6,Finished,Jan  2007 to Jan  2008,"['Boys Love', 'Supernatural']",[],[],Dear+,Yukimura (Story & Art)
Kimi no Sei,6.97,5026,9149,1778,"10,782",33,3,9,Finished,2009,"['Drama', 'Romance']",[],['Shoujo'],None,"Chatani, Ami (Art), Sakurairo (Story)"
Mononoke-zoushi,6.97,358,9150,10977,"1,480",15,4,31,Finished,"Feb  6, 2007 to Feb  25, 2011","['Horror', 'Supernatural']",[],['Josei'],Horror M,"Takahashi, Yousuke (Story & Art)"
Koko ga Uwasa no El Palacio,6.97,2045,9151,3438,"5,798",25,7,53,Finished,"May  12, 2009 to Aug  12, 2013","['Comedy', 'Sports', 'Ecchi']","['Combat Sports', 'Harem']",['Shounen'],Gessan,"Aoyagi, Takao (Story & Art)"
Heart no Ousama (King of Hearts),6.97,958,9152,9771,"1,741",3,1,5,Finished,2007,"['Drama', 'Romance', 'Slice of Life']",[],['Josei'],Petit Comic,"Yoshino, Aki (Story & Art)"
Stardust Memories,6.97,756,9153,8080,"2,215",12,1,13,Finished,1995 to  2003,[],[],['Seinen'],None,"Hoshino, Yukinobu (Story & Art)"
Zoushoku Shoujo Plana-chan!,6.97,663,9154,10645,"1,546",7,2,22,Finished,"Mar  19, 2010 to Oct  19, 2011","['Comedy', 'Sci-Fi']",[],['Shounen'],Champion RED,"Haruse, Hiroki (Story & Art)"
Seirei Produce,6.97,1098,9155,6568,"2,850",5,2,10,Finished,"Nov  24, 2009 to Jan  24, 2012","['Romance', 'Supernatural']",[],['Shoujo'],Asuka,"Miyagi, Tooko (Story & Art)"
Clover no Kuni no Alice: Shirousagi to Tokeijikake no Wana,6.97,139,9156,14207,"1,030",3,3,9,Finished,"Jun  25, 2010 to Nov  25, 2010","['Fantasy', 'Romance']",[],['Shoujo'],None,"QuinRose (Story), Kizuki, Nayu (Story & Art)"
Kareshi Toshishitakei,6.97,2342,9157,4442,"4,386",4,1,5,Finished,2009,[],[],['Shoujo'],Sho-Comi,"Yagami, Rina (Story & Art)"
Pocket Monsters DP,6.97,195,9158,18454,677,10,5,58,Finished,2006 to  2009,"['Adventure', 'Comedy', 'Fantasy']",[],['Kids'],CoroCoro Comic,"Anakubo, Kousaku (Story & Art)"
Pokémon HGSS,6.97,155,9159,19075,640,10,2,23,Finished,2010 to ?,"['Adventure', 'Comedy']",[],['Shounen'],None,"Anakubo, Kousaku (Story & Art)"
Datte Aishiteru,6.97,270,9160,15459,904,2,2,8,Finished,2008 to ?,[],[],['Shoujo'],Betsucomi,"Akira, Shouko (Story & Art)"
Joker no Kuni no Alice: Mahiru ni Miru Yume (Alice in the Country of Joker: The Nightmare Trilogy Vol. 2 - Afternoon Dream),6.97,191,9161,14983,949,2,1,4,Finished,"Dec  25, 2010","['Fantasy', 'Romance']",[],['Shoujo'],None,"Job (Art), QuinRose (Story)"
Koibito Asobi,6.97,396,9162,16622,803,1,Unknown,1,Finished,2010,"['Drama', 'Romance']",[],['Shoujo'],The Hana to Yume,"Igari, Soyoko (Story & Art)"
Koimoku,6.97,5605,9163,1713,"11,266",45,5,20,Finished,"Jan  27, 2011 to Sep  27, 2012","['Comedy', 'Romance', 'Ecchi']",[],['Seinen'],Comic Valkyrie,"Im, Dal Young (Story), Lee, Hae Won (Art)"
Namiuchigiwa no Muromi-san,6.97,247,9164,12364,"1,261",5,11,242,Finished,"Jan  21, 2009 to May  28, 2014","['Comedy', 'Slice of Life', 'Supernatural']",[],['Shounen'],Shounen Magazine (Weekly),"Najima, Keiji (Story & Art)"
Ichiya dake no Princess (Princess of Convenience),6.97,231,9165,24036,414,2,1,3,Finished,2008 to ?,"['Drama', 'Romance']",[],['Josei'],None,"Hashimoto, Takako (Art), Lennox, Marion (Story)"
"Sensei to, Uwakichuu",6.97,1261,9166,7584,"2,392",2,1,5,Finished,"Jan  26, 2010",[],[],['Shoujo'],Sho-Comi,"Fujinaka, Chise (Story & Art)"
Nan Eomma Nun Appa,6.97,519,9167,10400,"1,599",14,18,Unknown,Finished,"Jan  28, 2011 to Jun  3, 2011",[],[],['Shoujo'],None,"Hwang, Mi Ri (Story & Art)"
Taming the Cat Master,6.97,336,9168,16523,811,2,12,45,Finished,2010 to ?,[],[],[],None,"Han, Yu-Rang (Story & Art)"
Black Rock-chan,6.97,1046,9169,6518,"2,878",44,1,10,Finished,"Mar  9, 2011 to Feb  9, 2012","['Comedy', 'Fantasy']",[],['Shounen'],4-koma Nano Ace,"huke (Story), Takanashi, Ringo (Art)"
Space China Dress,6.97,102,9170,25947,354,1,Unknown,Unknown,Publishing,Not available,"['Action', 'Comedy', 'Sci-Fi', 'Ecchi']",[],['Shounen'],Chance,None
Battle Royale: Tenshi-tachi no Kokkyou (Battle Royal: Angels' Border),6.97,696,9171,9200,"1,872",18,1,9,Finished,"Jan  11, 2011 to Oct  11, 2011","['Drama', 'Girls Love', 'Romance']",[],['Seinen'],Young Champion Magazine,"Takami, Koushun (Story), Oonishi, Mioko (Art), Oguma, Youhei (Art)"
Kuraku naru Made Matte,6.97,706,9172,12193,"1,282",1,Unknown,1,Finished,"Dec  10, 2011","['Drama', 'Romance']",[],['Shoujo'],LaLa DX,"Tsukuba, Sakura (Story & Art)"
Sumire Syrup,6.97,697,9173,10665,"1,543",1,1,5,Finished,2011,[],[],['Shoujo'],Bessatsu Margaret,"Satou, Kaede (Story & Art)"
Robotics;Notes,6.97,274,9174,9911,"1,708",6,6,31,Finished,"Jan  30, 2012 to Jul  30, 2014","['Adventure', 'Mystery', 'Romance', 'Sci-Fi']","['Psychological', 'School']",['Shounen'],Comic Blade,"Asakawa, Keiji (Story & Art), 5pb. (Story)"
Suki Naki Koi,6.97,347,9175,12034,"1,301",1,2,11,Finished,2012,"['Drama', 'Romance']",[],['Shoujo'],Sho-Comi,"Kyoumachi, Hisa (Story & Art)"
Hadaka no Taiyou,6.97,139,9176,20344,570,1,Unknown,Unknown,Finished,"Jun  12, 2012 to May  10, 2013","['Comedy', 'Romance', 'Slice of Life']",[],['Shounen'],Bessatsu Shounen Champion,"Yoshiki, Masakazu (Story & Art)"
Babel Nisei (Babel II),6.97,191,9177,16596,805,6,12,63,Finished,"Jul  5, 1971 to Nov  12, 1973","['Action', 'Supernatural']",[],['Shounen'],Shounen Champion (Weekly),"Yokoyama, Mitsuteru (Story & Art)"
Plant∞Plan,6.97,453,9178,17453,742,0,Unknown,1,Finished,"Apr  13, 2012","['Comedy', 'Slice of Life']",[],['Shoujo'],Hana to Yume Online,"Yugi, Iro (Story & Art)"
Kyuuketsuki no Uruwashiki Kekkon,6.97,1128,9179,7863,"2,291",3,1,3,Finished,"Aug  11, 2009 to Oct  1, 2012",[],[],['Josei'],Next Comic First,"Kajiyama, Mika (Art), Hashimoto, Kanari (Story)"
Steins;Gate: Heni Kuukan no Octet,6.97,188,9180,14871,959,4,1,8,Finished,"Jun  8, 2012 to Feb  10, 2013",[],[],[],Manga Life Win,"Ikegami, Tatsuya (Art), 5pb. (Story)"
Akuma no Riddle,6.97,4791,9181,1375,"13,806",251,5,48,Finished,"Aug  10, 2012 to Oct  8, 2016","['Action', 'Girls Love']",[],[],Newtype,"Kouga, Yun (Story), Minakata, Sunao (Art)"
Ota Kare Fujo Kano,6.97,377,9131,11827,"1,333",3,2,23,Finished,"Aug  22, 2017 to Dec  22, 2018",[],[],['Shounen'],Gangan pixiv,Shinobi (Story & Art)
Yonakano Reiji ni Harem wo!!,6.97,2040,9132,3590,"5,528",30,5,34,Finished,"Jan  22, 2018 to Dec  22, 2020","['Comedy', 'Romance']",[],['Shounen'],Gangan Joker,"Kojima, Akira (Story), Kazawa, Yohei (Art)"
Years,6.97,131,9133,30613,242,1,Unknown,1,Finished,"Nov  24, 2016","['Drama', 'Slice of Life']",[],['Seinen'],Morning,Nisei (Story & Art)
Otokonoko Doushi Renaichuu.,6.97,377,9134,15142,934,4,1,5,Finished,"Dec  11, 2017","['Comedy', 'Drama', 'Romance', 'Slice of Life']",[],[],None,"Fumi, Fumiko (Art), Ooshima, Kaoru (Story)"
Akuma no Mama (Mama Akuma),6.97,208,9135,13880,"1,067",4,Unknown,Unknown,Publishing,"Oct  25, 2018 to ?","['Comedy', 'Slice of Life', 'Supernatural']",[],[],Gangan Online,Kuzushiro (Story & Art)
Haritoge Clemmie to Ou no Ie (Hedgehog in the King's House),6.97,336,9136,15671,884,7,3,30,Finished,"Aug  28, 2016 to Nov  28, 2018","['Slice of Life', 'Supernatural']",[],[],Manga Life MOMO,Yuine (Story & Art)
Oniyome to Kekkon shiteshimatta Kekka,6.97,655,9137,6210,"3,026",15,Unknown,Unknown,Publishing,"Jul  5, 2019 to ?","['Comedy', 'Romance', 'Slice of Life']",[],['Seinen'],Comic Flapper,"Yamato, Nadeshiko (Story & Art)"
Hatsukoi to Taiyou (My first love like a bright sun.),6.97,223,9138,16158,839,3,9,46,Finished,"Aug  3, 2018 to Aug  17, 2021",[],[],['Shoujo'],Ribon Magazine,"Kinoshita, Honoka (Story & Art)"
"Kuuki ga ""Yomeru"" Shinnyuu Shain to Buaisou na Senpai",6.97,456,9139,8791,"1,981",3,Unknown,Unknown,Publishing,"Apr  17, 2020 to ?","['Comedy', 'Romance', 'Slice of Life']",[],[],Zero-Sum Online,"Torihara, Shuu (Story & Art)"
Feng Ni Tianxia (Phoenix Goes Against the World),6.97,233,9140,15759,874,13,Unknown,Unknown,Publishing,"Mar  15, 2015 to ?","['Action', 'Adventure', 'Fantasy', 'Romance']",[],[],None,"Lu Fei (Story), Juzicha (Art)"
"Kanojo mo Kanojo (Girlfriend, Girlfriend)",6.97,14658,9141,469,"35,615",642,16,144,Finished,"Mar  4, 2020 to May  24, 2023","['Comedy', 'Romance']",[],['Shounen'],Shounen Magazine (Weekly),Hiroyuki (Story & Art)
HG ni Koisuru Futari,6.97,229,9142,13911,"1,063",9,Unknown,Unknown,Publishing,"Nov  26, 2019 to ?","['Comedy', 'Slice of Life']",[],[],Gundam Ace,"Kudou, Makoto (Story & Art)"
"Yoku Wakaranai keredo Isekai ni Tensei shiteita you desu (Not sure, but it looks like I got reincarnated in another world.)",6.97,132,9143,18083,700,7,Unknown,Unknown,Publishing,"Jan  31, 2019 to ?","['Adventure', 'Fantasy']","['Isekai', 'Reincarnation']",[],None,"Ashi (Story), Kaomin (Art)"
Moritat,6.97,290,9144,15895,861,9,Unknown,53,Finished,"Oct  4, 2015 to Mar  14, 2017","['Boys Love', 'Suspense']",[],[],Lezhin Comics Webtoon,"Lee, Sunee (Story), Seokyeong (Art)"
Naraku no Futari (The Lovers in the Abyss),6.97,2068,9145,4363,"4,466",41,3,29,Finished,"Jun  17, 2020 to Sep  22, 2021","['Drama', 'Romance']",[],[],Comic Days,"Goroumaru, Emi (Story & Art)"
Shuumatsu no Koe,6.97,136,9146,27535,309,0,Unknown,1,Finished,"Jan  18, 2020","['Drama', 'Romance', 'Supernatural']",[],['Shounen'],Shounen Jump+,"Agasa, Reiji (Story & Art)"
Imaginary,6.97,125,9147,15232,926,3,Unknown,Unknown,Publishing,"Feb  28, 2018 to ?",[],[],['Josei'],Rakuen Le Paradis,"Ikuhana, Niiro (Story & Art)"
Sorenara Isso Koi ni Nare,6.97,1490,9039,5830,"3,241",5,2,11,Finished,"Jul  5, 2013 to Dec  20, 2013",[],[],['Shoujo'],Sho-Comi,"Gotou, Misaki (Story & Art)"
Border,6.97,421,9040,12848,"1,187",5,4,16,Finished,"Nov  2, 2013 to Apr  4, 2015","['Mystery', 'Supernatural']",[],['Seinen'],Young Ace,"Kotegawa, Yua (Art), Kaneshiro, Kazuki (Story)"
Meteor Methuselah Fan Book 2: Darling.,6.97,145,9041,21665,508,1,1,2,Finished,"Aug  14, 2011","['Comedy', 'Romance']",[],[],None,"Ozaki, Kaori (Story & Art)"
Magika no Kenshi to Basileus (Magika Swordsman and Summoner),6.97,4500,9042,1001,"17,726",90,Unknown,Unknown,Publishing,"Oct  26, 2013 to ?","['Action', 'Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']","['Harem', 'School']",['Seinen'],Comic Alive,"Mihara, Mitsuki (Story), Meng, Lin (Art)"
Kikimimi Zukan,6.97,572,9043,11134,"1,449",7,1,9,Finished,"Apr  12, 2008 to Nov  12, 2008",[],[],['Seinen'],Comic Beam,"Miyata, Kouji (Story & Art)"
Log Horizon: Nyanta Hanchou Shiawase no Recipe,6.97,108,9044,16147,840,3,6,42,Finished,"Dec  21, 2012 to Mar  31, 2018",[],[],['Shoujo'],B's-LOG Comic,"Touno, Mamare (Story), Souchuu (Story & Art)"
Hatsukoi Chronicle,6.97,436,9045,16875,786,1,Unknown,1,Finished,"Oct  10, 2013",[],[],['Shoujo'],The Dessert,"Machimura, Nils (Story & Art)"
Ginban Kishi (Knight of the Ice),6.97,258,9046,11884,"1,321",5,11,56,Finished,"Sep  25, 2012 to Jun  24, 2017","['Romance', 'Sports']",[],['Josei'],Kiss,"Ogawa, Yayoi (Story & Art)"
Kenkouki: Hi no Kuni Daiteikokugun Kurenai Ikkitousen-tai,6.97,148,9047,17127,764,4,2,13,Finished,"Apr  3, 2014 to Jul  19, 2016",[],[],['Seinen'],Tonari no Young Jump,"Noguchi, Yuriko (Story & Art)"
P no Higeki (Rumiko Takahashi's Rumic Theater),6.97,360,9048,16501,813,0,1,6,Finished,"Jul  4, 1987 to Feb  5, 1993","['Comedy', 'Slice of Life', 'Supernatural']",[],['Seinen'],Big Comic Original,"Takahashi, Rumiko (Story & Art)"
World Customize Creator,6.97,196,9049,14744,972,5,5,Unknown,Finished,"Jul  24, 2012 to Jul  25, 2013","['Action', 'Fantasy']",[],[],None,"Hero, Tennki (Story), Kyouka, Hatori (Art)"
Steins;Gate: Hiyoku Renri no Future Honey,6.97,372,9050,11645,"1,363",4,1,5,Finished,"Apr  10, 2012","['Comedy', 'Romance']",[],['Shounen'],Comic Blade,"Nitroplus (Story), Sakano, Anri (Art)"
Tale of  (Fairy Tail: Ice Trail),6.97,6899,9051,1327,"14,285",65,2,15,Finished,"Jul  16, 2014 to Jul  17, 2015","['Action', 'Fantasy']",[],[],None,"Shirato, Yuusuke (Story & Art)"
